[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 201, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 201, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 188, 10, 201, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 200, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 226, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 197, 10, 200, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 226, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 200, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 233, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 169, 10, 200, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 233, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 200, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 233, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 199, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 199, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 239, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 169, 10, 199, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 229, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 179, 10, 199, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]
[ 220, 165, 92, 32, 37, 233, 0, 0, 194, 129, 0, 2, 203, 146, 0, 2, 0, 0, 18, 188, 10, 199, 0, 0, 2, 70, 10, 240, 4, 32, 0, 3, 0, 0, 0, 0 ]




[220, 90, 92, 32, 37, 220, 1, 202, 193, 123, 0, 2, 202, 140, 0, 2, 0, 15, 15, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 242, 1, 199, 193, 125, 0, 2, 202, 142, 0, 2, 255, 232, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 210, 1, 179, 193, 127, 0, 2, 202, 144, 0, 2, 0, 35, 15, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 233, 1, 157, 193, 130, 0, 2, 202, 147, 0, 2, 0, 21, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 207, 1, 153, 193, 132, 0, 2, 202, 149, 0, 2, 0, 46, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 226, 1, 158, 193, 134, 0, 2, 202, 151, 0, 2, 0, 17, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 220, 1, 157, 193, 137, 0, 2, 202, 154, 0, 2, 0, 12, 15, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 220, 1, 140, 193, 139, 0, 2, 202, 156, 0, 2, 0, 13, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 226, 1, 132, 193, 141, 0, 2, 202, 158, 0, 2, 0, 15, 15, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 191, 1, 123, 193, 143, 0, 2, 202, 160, 0, 2, 0, 88, 15, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 198, 1, 140, 193, 145, 0, 2, 202, 162, 0, 2, 0, 72, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 210, 1, 163, 193, 148, 0, 2, 202, 165, 0, 2, 0, 16, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
[220, 90, 92, 32, 37, 201, 1, 172, 193, 150, 0, 2, 202, 167, 0, 2, 0, 64, 15, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0])
